userId,movieId,rating,timestamp
185,214,2.8,1658889379
198,59,1.3,1638258593
147,559,4.6,1631152002
126,596,1.7,1634520689
40,369,4.5,1661030586
116,470,3.0,1655618233
74,261,2.1,1637456680
98,336,1.6,1669291079
10,824,4.4,1660461135
138,572,3.8,1654815701
118,660,2.5,1641605483
87,668,5.0,1646670274
3,511,5.0,1652053849
10,954,1.4,1638462252
163,784,2.4,1631627687
17,311,3.8,1664831760
72,841,4.7,1658895562
166,959,4.5,1625965925
23,642,1.3,1650602119
92,193,3.8,1669192007
148,136,4.3,1658580888
46,984,4.1,1612921153
70,238,3.9,1671342594
160,717,2.2,1640624236
108,450,1.9,1647834491
18,838,2.0,1609688390
82,76,4.4,1660065623
59,613,3.6,1666372552
135,364,1.9,1633434369
24,897,3.7,1667484792
198,800,3.4,1659131596
99,702,3.4,1642849626
8,440,4.0,1655965504
138,277,1.5,1635206751
103,26,2.6,1659181154
66,990,1.9,1621703888
127,939,3.7,1652911875
54,825,3.1,1634869578
173,302,2.2,1650772800
133,40,3.6,1613982223
16,711,4.6,1646604047
72,482,4.8,1635194421
200,322,4.0,1652370148
20,747,3.6,1654614171
48,440,1.3,1619243299
188,997,1.5,1621672321
20,422,2.8,1651689234
14,845,4.7,1620450493
56,929,4.7,1638430054
52,258,2.6,1656116764
118,866,3.2,1630455807
122,51,1.1,1623271513
162,795,2.9,1668612140
195,380,4.4,1647484284
47,739,1.4,1632180483
20,646,3.7,1615998149
124,203,3.0,1643531760
177,791,2.6,1646734435
104,334,1.7,1651746483
20,610,1.2,1630808727
28,281,3.5,1617616611
29,171,4.6,1639272464
68,308,2.6,1615666335
119,884,1.2,1640110540
70,36,1.5,1620818301
8,8,3.8,1672398673
161,787,4.9,1633455256
183,985,2.2,1656295446
151,798,4.0,1658049683
60,490,3.2,1660143182
55,404,1.9,1639315048
116,688,2.9,1663728196
193,666,3.2,1629715604
197,31,4.8,1613434257
43,506,2.1,1610995002
33,163,4.5,1649208897
71,385,1.5,1624971886
197,105,1.7,1626980313
159,773,1.0,1658127165
69,977,1.9,1610745633
194,674,2.6,1640186580
95,830,2.1,1634323574
44,444,2.8,1632390837
133,166,4.6,1614364574
39,719,2.8,1644945447
13,651,4.5,1654093964
19,621,4.1,1669628036
1,637,3.5,1661389841
135,598,1.2,1618327167
148,731,3.1,1633934288
165,551,1.9,1644948103
72,381,1.2,1610630414
52,169,3.1,1644523153
98,387,2.5,1619292928
126,927,2.5,1650924278
142,541,1.2,1636908394
37,444,1.8,1665197909
18,782,4.9,1625441631
75,205,1.9,1668946294
115,498,3.8,1663473497
177,396,2.5,1669312006
10,943,2.3,1653100573
76,535,1.0,1643280932
178,608,1.1,1660771081
130,422,4.7,1664711965
121,21,3.0,1610135661
167,30,4.2,1644051767
166,681,4.7,1611531638
164,218,4.0,1629193399
52,82,2.0,1642778764
81,695,4.0,1639416133
121,458,3.4,1618510608
156,581,1.3,1649942962
144,1,2.6,1643095586
60,410,4.5,1657654218
157,134,1.4,1654314261
62,721,1.5,1630257194
6,653,3.2,1632542742
156,24,1.1,1613997472
62,730,1.3,1641313107
61,761,2.2,1653549659
97,742,1.8,1631310568
103,530,3.8,1644201061
154,665,2.9,1623819233
10,117,1.4,1659911599
101,953,2.5,1628569877
116,677,4.8,1617648960
154,522,2.6,1642757229
165,919,2.3,1647584817
114,236,2.2,1640756579
169,276,4.0,1654542235
132,355,2.9,1664621619
20,426,4.5,1641937490
110,59,2.4,1626354441
173,950,4.1,1635084801
49,413,4.5,1657726385
33,376,2.9,1652381014
197,76,3.4,1670497223
25,349,4.9,1639837470
71,836,4.0,1642246027
50,650,1.7,1628501870
131,906,4.1,1657813836
135,407,3.7,1658652798
81,466,2.4,1628923609
188,703,1.8,1649747954
56,606,3.8,1653609687
70,309,2.4,1669715223
91,4,4.8,1637287033
139,367,4.9,1618507628
174,999,2.7,1654393012
167,878,3.0,1656462878
97,463,1.4,1638223706
147,669,3.5,1645868241
50,546,4.7,1625565008
24,849,2.6,1646460760
142,235,3.6,1631362464
118,753,2.9,1649323421
37,857,3.6,1630635961
135,373,3.0,1665648328
152,472,4.8,1610445165
94,303,1.9,1622997118
138,370,2.1,1612593491
30,767,4.3,1626794118
191,863,2.2,1656844657
10,648,3.5,1666005959
14,703,2.3,1649536624
48,392,2.8,1666776722
78,875,3.3,1657587353
148,234,1.9,1646799852
119,438,3.2,1613026174
22,928,1.8,1639732139
139,985,2.4,1623235640
159,827,4.1,1655433307
75,763,3.0,1637508571
142,694,1.7,1628853881
16,157,1.3,1668659822
82,677,2.5,1639087676
123,15,2.1,1629300545
189,619,4.7,1619395459
41,184,1.5,1659299198
102,722,1.9,1623380500
168,670,4.6,1638190040
97,761,1.8,1660151679
126,482,1.7,1610705565
18,921,4.7,1656598806
116,542,4.8,1650208186
80,821,3.7,1656252383
33,382,1.5,1639335436
160,95,1.4,1658548997
20,637,4.1,1618777344
46,906,4.6,1613644293
190,406,1.6,1632225411
5,1000,1.4,1625813507
45,296,4.4,1614878492
189,403,2.6,1634130901
119,711,1.6,1627733359
19,642,1.6,1614500215
138,833,3.4,1670393652
123,26,1.3,1664629673
68,746,4.4,1636098620
131,230,4.9,1652073888
125,924,3.8,1647192589
155,6,2.3,1663078433
118,33,3.7,1651358758
62,262,4.4,1611505746
117,139,2.1,1636644911
89,759,2.5,1651858828
47,872,4.0,1652678321
81,185,3.6,1651194433
119,767,3.8,1633744286
151,749,1.2,1621771636
30,854,1.0,1631953302
103,391,1.4,1665977347
22,496,3.6,1654375415
7,5,4.7,1658757461
187,964,3.0,1618804057
181,588,4.7,1641087864
121,877,1.1,1626580437
76,108,3.7,1619523738
111,177,1.2,1670274454
8,515,2.8,1648494192
24,373,1.7,1644309875
161,277,1.1,1639486186
105,650,4.1,1624466706
7,301,4.0,1640478646
120,147,2.1,1612826435
148,442,4.1,1645080682
15,95,1.2,1637921722
45,386,2.6,1650116407
30,66,2.1,1664705866
175,489,1.9,1641377578
169,350,1.5,1619046456
184,962,2.6,1633560601
11,324,3.2,1636177259
110,246,4.9,1636069730
168,650,4.4,1616561983
138,949,3.1,1626265187
14,141,4.3,1620099553
189,354,3.8,1665516415
107,716,4.2,1629785420
174,37,3.6,1631194090
167,284,3.5,1645269620
143,818,1.0,1650051052
34,279,1.7,1637628948
122,115,4.5,1653347471
81,152,2.1,1637233906
144,81,2.6,1613458763
187,516,2.5,1634885055
107,732,2.4,1635072705
111,387,1.9,1637685108
176,321,4.8,1630539692
72,876,1.1,1660559729
51,628,3.5,1645405685
142,906,1.3,1640577146
187,190,2.4,1641959083
32,656,2.1,1610753541
62,450,1.9,1625737812
142,751,4.7,1634106857
12,947,1.1,1654187419
37,735,4.3,1623683393
137,643,2.1,1648357415
106,820,1.1,1663543770
90,817,4.3,1642039041
101,588,1.1,1612778768
161,189,2.8,1667709412
15,949,3.3,1628562139
73,233,1.3,1663679662
102,892,4.4,1659686576
61,173,2.6,1651703330
118,78,3.7,1656144601
30,608,4.2,1656447114
51,783,2.9,1622389644
106,499,1.8,1611632407
66,90,4.9,1627067860
114,332,4.5,1636183809
44,744,1.6,1629009514
107,397,2.8,1634432232
175,543,4.6,1668952855
136,5,2.8,1649686219
199,596,1.9,1657251381
86,218,2.9,1615125301
199,858,4.0,1644710270
42,666,2.7,1628452223
122,544,2.3,1610456304
163,4,3.3,1614580026
46,255,2.6,1648004713
59,607,1.6,1657074883
34,119,3.6,1669767379
149,521,1.8,1666178904
15,36,4.9,1638723086
183,553,2.8,1617530924
90,937,4.4,1665607511
60,99,3.9,1625831832
184,741,4.9,1611705676
61,142,2.9,1633189911
140,371,1.5,1647928247
28,788,2.1,1664105013
123,494,1.3,1664049204
28,753,2.9,1659373488
136,289,2.4,1632134181
107,21,2.2,1636533260
200,450,4.7,1637823701
48,22,5.0,1619650334
54,447,3.8,1659619088
100,314,3.7,1621825782
3,236,2.0,1662663934
7,416,2.1,1627267589
19,761,2.8,1624500281
193,136,3.4,1623354627
174,819,2.4,1671991754
92,707,3.9,1646516682
31,536,2.4,1634177841
194,591,4.6,1633881031
175,247,1.9,1625018254
110,297,3.6,1643512122
146,93,1.2,1637642545
169,737,2.7,1662431196
52,236,4.6,1655916996
44,511,5.0,1650253727
81,40,4.6,1669958753
13,884,4.8,1625574821
51,398,1.5,1639812586
156,211,4.3,1647004089
163,546,4.8,1670703201
136,625,3.5,1643421712
135,53,2.1,1638944795
172,381,1.7,1651954691
122,416,3.0,1645365587
18,582,1.8,1625543294
96,279,3.8,1632144124
82,820,4.6,1635726409
142,108,1.3,1632199088
6,946,1.1,1645494950
181,178,3.6,1634098435
145,442,3.9,1642419653
70,956,3.0,1632688546
10,990,4.4,1668452140
146,993,4.8,1618536136
96,2,1.3,1621530480
2,415,1.1,1636569765
151,908,2.6,1612388676
106,602,4.2,1614194905
103,605,1.4,1671807469
22,402,1.6,1626886858
186,36,2.9,1667938488
144,305,2.1,1612628517
18,409,3.5,1649912322
42,902,3.6,1665740108
187,140,2.9,1611984079
147,914,4.5,1642324528
23,802,3.0,1632644996
21,67,4.2,1665272714
122,53,2.4,1668280508
184,532,3.9,1650938535
93,756,4.2,1654607149
77,106,2.0,1640707943
166,219,3.0,1670022287
79,905,3.5,1615839900
67,279,4.4,1619142858
145,146,3.2,1640846899
33,871,1.5,1633893347
179,67,3.6,1647763631
115,143,3.5,1613705088
133,2,3.5,1616984308
135,454,3.6,1642989260
126,910,3.0,1624495148
129,22,2.6,1658870879
118,272,3.4,1663533884
10,988,2.7,1662774027
161,442,3.0,1616421628
132,505,4.8,1611519562
184,342,2.8,1659773607
63,951,1.9,1646878273
44,395,2.2,1671348468
72,736,2.5,1628699906
94,232,4.0,1616312057
35,22,3.4,1635494125
127,897,1.3,1629621529
171,486,3.9,1628615055
54,748,4.3,1638733939
37,282,2.1,1633572167
86,432,4.2,1634396885
163,486,2.4,1636516306
166,159,4.0,1651327933
145,12,2.2,1638065899
167,638,4.8,1636149707
5,860,4.7,1614401350
102,315,2.6,1657185013
66,16,1.8,1633880146
84,888,4.7,1650441719
122,806,2.0,1638833434
4,256,1.2,1649782095
136,966,4.6,1671006048
82,990,1.8,1635224917
100,343,4.9,1663367153
166,289,1.6,1614482468
15,348,1.5,1654770474
179,386,2.1,1658936028
119,332,3.1,1640517519
122,51,4.5,1659260277
80,99,3.4,1653424379
8,13,3.3,1638292498
29,467,2.3,1655075261
91,4,1.7,1656783281
185,43,4.1,1611088418
79,714,3.5,1611235773
118,591,4.7,1621583796
87,426,4.6,1638314056
23,333,3.4,1660255745
126,409,2.2,1630769718
50,454,2.5,1624581019
9,740,2.8,1638323697
99,136,2.0,1628643299
185,50,1.5,1629969762
117,114,3.0,1636008285
200,222,1.2,1639225939
50,159,2.6,1661741079
107,205,3.5,1645852480
121,343,4.9,1610811760
166,458,2.7,1663450153
172,648,2.1,1643395418
123,797,4.1,1641906803
172,410,2.0,1654939752
98,768,4.5,1611485274
32,247,1.0,1654964702
21,498,1.3,1636072940
112,79,1.5,1644903347
78,120,1.2,1624463377
121,375,2.8,1668529132
83,657,3.6,1634641616
103,923,1.8,1613530854
6,442,3.7,1668305416
90,646,4.1,1641630764
88,871,1.3,1663430441
168,735,4.0,1653113405
124,70,3.7,1651960323
142,349,3.0,1649835267
47,755,1.9,1659580947
187,662,1.2,1671864068
138,536,2.6,1628183555
35,754,3.5,1623095479
193,68,3.4,1648780782
10,593,1.1,1618738657
3,337,4.0,1611188925
54,819,2.0,1645657967
26,229,3.3,1658189690
65,674,1.3,1670264540
162,95,1.2,1663843001
97,254,4.4,1630310354
78,512,2.9,1648678450
69,421,3.4,1671013933
173,21,2.9,1616395720
148,317,2.6,1636079999
80,182,2.1,1642480937
81,760,1.7,1659054400
185,388,3.3,1626546537
180,4,3.2,1614850871
39,706,2.7,1618168749
21,728,1.6,1611589048
5,324,1.4,1653759623
136,262,3.8,1662694058
137,262,1.8,1630203735
22,150,4.3,1616617015
41,152,2.8,1635740610
2,956,4.9,1611187681
126,285,1.0,1641796830
63,444,1.4,1656747382
37,141,4.3,1625068391
181,616,3.6,1667834008
90,61,3.5,1633679064
159,832,3.7,1647896647
9,839,3.5,1629820545
44,726,4.5,1645053739
21,576,2.3,1644307972
82,363,2.8,1665032472
180,72,3.2,1650918578
11,546,1.5,1668185420
68,400,2.5,1624554306
196,155,3.0,1650282688
185,2,4.8,1624715595
91,662,1.1,1639972191
90,495,4.6,1666186725
125,506,4.6,1634280113
162,76,1.3,1662136797
188,687,2.9,1645065239
144,901,4.5,1651794083
157,958,3.2,1645956518
33,787,1.4,1669739771
99,299,1.7,1645987643
103,726,1.4,1666815055
131,39,1.4,1647367572
173,2,4.3,1646143819
141,416,2.2,1663354802
79,426,2.0,1623116848
55,339,2.7,1642711101
162,370,4.5,1633640846
103,73,1.7,1619170238
113,303,2.4,1635061430
158,522,3.5,1644221043
70,822,2.9,1659536863
123,286,4.3,1662726285
142,129,3.3,1635284731
21,310,3.3,1660573994
146,44,4.2,1657821557
130,527,4.8,1669161458
197,763,4.1,1620780917
130,231,3.1,1669240369
123,323,4.7,1613383859
48,188,2.3,1672088159
188,483,1.6,1616486825
185,831,3.8,1649530437
105,572,1.1,1617548788
72,458,2.5,1646049101
151,204,5.0,1645956370
88,37,3.0,1629696725
159,807,4.3,1619354271
8,55,4.1,1623979729
34,595,3.1,1623168433
86,514,3.2,1610126375
183,872,2.5,1617259747
49,99,2.4,1634908741
65,893,3.8,1621723152
30,538,4.4,1626726937
162,826,3.9,1646285812
27,902,1.7,1621533594
62,356,3.6,1626784713
169,468,2.4,1628834704
18,279,2.6,1635151323
182,427,4.6,1663689875
108,609,3.7,1672101306
67,313,4.0,1667229951
120,963,1.0,1611899203
141,424,4.7,1628100801
63,723,3.9,1623120655
7,726,1.4,1655189398
152,218,2.9,1657473867
26,26,1.3,1618710308
126,647,2.1,1614866966
151,147,4.6,1622913195
10,305,3.1,1642542656
45,517,2.8,1657084750
54,875,4.4,1617355874
159,485,3.0,1660377978
46,18,2.7,1647160717
178,487,3.9,1663125715
85,983,1.7,1630023774
52,931,2.6,1650363182
91,835,2.7,1665761603
30,763,4.2,1631321502
22,418,3.7,1651805206
6,92,1.4,1652471687
66,600,3.8,1623892878
168,156,4.6,1648313246
46,521,2.7,1652071307
8,959,3.4,1639736539
197,910,3.8,1647523513
175,113,5.0,1619799504
30,709,3.3,1642282907
89,344,2.0,1641045552
175,282,2.6,1671350009
80,77,3.7,1652859417
19,80,1.5,1621947762
50,560,3.4,1610068196
169,860,2.2,1619036215
133,424,2.1,1610159970
129,121,1.7,1619418383
197,100,1.7,1668652994
147,121,1.2,1613427957
43,228,4.3,1662032346
168,546,2.7,1630451871
45,77,4.1,1654622521
122,829,4.4,1670249274
105,942,4.4,1629559444
123,502,4.2,1628996527
5,313,3.3,1630888980
181,762,4.5,1615101255
147,746,3.3,1644775688
19,89,4.0,1614673703
76,858,1.4,1655833445
177,426,2.3,1656804918
175,979,1.0,1671209959
146,193,1.3,1626902312
114,957,1.2,1666143222
148,152,3.4,1633254925
36,447,3.4,1620476036
162,714,2.0,1626853153
96,322,2.8,1633620833
109,154,4.5,1661343703
116,80,3.9,1642647699
70,678,2.4,1645979102
37,190,3.2,1639365725
35,441,1.5,1635541346
3,994,4.7,1610857219
37,153,2.0,1651418735
83,479,3.3,1651128929
189,826,4.2,1638655465
83,963,5.0,1642466310
103,582,1.8,1662101746
61,869,3.0,1642173877
21,40,4.6,1656835468
178,97,3.9,1617916418
74,4,3.4,1610972590
118,753,2.7,1613071941
194,56,2.3,1665215078
96,751,1.4,1649682180
41,346,1.8,1653272573
45,43,3.7,1626208113
64,553,1.4,1636606581
24,130,2.9,1651054868
36,25,1.5,1657282540
101,51,4.7,1623920129
148,896,4.2,1635209134
20,304,3.6,1653310613
34,591,1.7,1642653425
189,422,2.1,1645736663
26,71,2.7,1653962849
160,775,3.6,1613701612
60,822,3.3,1664322627
178,937,4.4,1611128408
74,131,4.7,1622877783
136,119,2.6,1641596762
156,78,4.4,1615451833
177,288,3.8,1651907028
45,869,2.6,1662505444
58,347,3.3,1611267823
43,487,2.5,1620028721
12,903,4.5,1645585854
145,160,3.2,1646468734
87,966,1.7,1618315052
3,277,1.0,1666937965
87,934,1.0,1632965953
134,154,2.0,1623025571
29,938,1.0,1644350310
29,632,1.4,1637382743
83,400,4.6,1659618070
99,769,3.0,1632306533
20,196,2.9,1637243361
47,752,1.1,1611615163
173,265,1.5,1657562261
95,241,2.1,1630383769
182,296,4.7,1657754527
184,382,4.5,1666981182
176,5,3.8,1647268456
179,346,3.3,1641563052
116,469,4.8,1671802993
196,42,4.8,1665994225
59,300,4.0,1647069766
61,525,3.0,1625182393
100,502,2.2,1609928928
131,421,3.5,1643578073
184,836,4.2,1616330968
1,934,1.6,1643054594
145,659,3.0,1613112466
53,429,3.9,1629879646
152,182,3.4,1626041053
91,649,1.8,1644809690
83,84,4.4,1649538377
31,317,1.5,1665802523
149,412,4.3,1618839108
9,932,3.0,1632162691
23,849,3.7,1620811244
48,27,3.1,1617845397
142,927,1.9,1646867992
111,158,2.5,1631517406
170,326,1.6,1663462873
77,937,4.3,1650647948
60,360,2.4,1643330581
117,255,4.4,1655115382
32,835,4.5,1657698269
11,80,1.1,1647923381
95,387,2.6,1662726078
76,232,2.4,1669740295
160,438,3.2,1657130394
113,194,4.4,1617038015
73,639,3.4,1643092488
125,863,2.7,1660029162
183,341,5.0,1623686329
176,555,2.3,1639352601
109,14,3.0,1631624865
12,979,3.7,1657321175
65,693,4.8,1657849689
174,964,1.3,1624014357
129,930,3.5,1619057457
103,100,2.8,1635762814
116,251,3.1,1635113233
168,326,2.4,1666383343
195,459,1.5,1627375023
66,32,3.1,1614106302
169,99,2.0,1656953544
54,422,2.4,1630648310
4,892,1.9,1663097636
39,337,4.9,1633766261
18,518,2.0,1645391864
102,149,4.6,1624464876
177,583,2.6,1664879625
161,714,3.0,1646706333
165,788,1.2,1639354502
172,402,2.4,1615531852
59,581,1.5,1642279678
183,263,3.2,1640312883
123,370,3.2,1638376548
47,475,3.6,1645358092
122,62,1.7,1624659025
170,378,4.8,1630909399
71,903,4.2,1614918445
82,247,2.0,1636980553
53,775,1.0,1629073171
123,879,2.4,1625010221
93,286,2.2,1619578314
169,122,1.9,1661007062
42,712,3.3,1657612892
42,358,3.8,1644303935
9,135,3.4,1632527647
10,752,1.9,1668076342
32,324,3.8,1620476326
26,236,2.1,1619686389
64,137,4.5,1625073853
152,461,1.5,1649755081
52,451,1.4,1638122794
12,439,4.5,1667101436
163,715,2.2,1645242784
197,710,3.9,1629826285
58,302,1.1,1621864064
140,304,4.6,1621078377
167,12,2.5,1631550813
65,145,3.6,1621978500
73,979,1.6,1623729447
196,714,3.2,1640946219
119,307,3.9,1639808749
175,793,4.3,1658067276
131,210,3.9,1645330436
114,53,4.9,1617114688
89,206,1.1,1636743953
150,206,3.6,1648646687
131,497,3.1,1667642912
4,904,1.6,1641026208
51,328,2.3,1631960189
186,822,2.0,1612203449
7,321,1.5,1643558382
157,670,3.1,1666357987
80,817,1.9,1665128370
48,204,4.4,1653423463
170,653,1.6,1615285101
143,740,1.1,1668684826
12,199,1.1,1634201409
189,649,2.7,1672143946
58,518,1.7,1626894843
81,109,3.7,1656402041
183,106,2.8,1615150481
25,421,3.9,1653388041
129,311,4.6,1633586552
51,95,1.1,1612331676
168,709,1.7,1659366382
85,565,1.2,1659647608
157,127,4.4,1639409259
18,135,1.2,1657641143
42,333,4.8,1612931039
100,398,3.5,1635126333
66,395,2.5,1618562738
122,782,1.3,1644437575
75,427,4.6,1660320097
30,543,4.9,1631104605
189,411,1.8,1657590469
6,9,3.6,1635893356
53,414,2.6,1621386846
194,588,2.4,1627362771
26,391,4.9,1668991146
14,821,3.1,1657424894
142,936,4.7,1646939173
22,602,2.3,1633326870
127,644,2.9,1613662383
49,690,1.1,1649491961
32,836,4.0,1609904924
86,669,2.6,1656649256
132,120,1.7,1627138451
194,771,2.5,1612386848
194,137,4.4,1672214157
15,508,1.6,1660664817
92,128,2.8,1625932639
104,167,3.9,1668935672
146,658,4.3,1637569615
11,409,3.2,1651342818
17,700,2.9,1666526101
172,212,3.8,1642176591
2,613,2.5,1654131474
199,958,2.5,1638951645
41,35,2.9,1650013064
100,54,2.0,1658311510
43,855,3.8,1618765185
185,500,3.6,1611501161
45,480,3.2,1651457688
141,569,3.0,1665159187
171,286,1.4,1611104917
116,441,2.6,1670677196
25,222,3.9,1611765345
4,966,1.7,1659776860
6,520,2.3,1660275456
78,88,2.3,1632411211
48,909,4.7,1672051492
140,993,3.4,1614188264
81,983,1.1,1646895940
103,265,4.6,1628618083
199,79,2.6,1663379530
145,739,2.5,1644240830
57,453,5.0,1657213695
129,973,4.2,1658584888
157,288,4.0,1642740015
58,322,4.3,1670397015
194,280,4.9,1653702443
199,926,3.6,1665155660
105,711,1.9,1635330014
193,32,1.4,1634433517
117,725,5.0,1651751686
94,10,2.7,1660729960
81,483,1.3,1623061952
123,485,4.0,1670397545
143,997,2.0,1640942169
165,177,2.4,1663378060
81,483,2.9,1617951711
103,939,3.2,1636732719
115,633,1.6,1661200316
130,334,2.3,1619259806
1,648,1.3,1610663833
38,620,1.6,1649557742
25,471,2.8,1622035297
74,536,3.1,1649110121
13,667,4.0,1629355128
140,154,3.5,1635626541
18,591,4.3,1635768487
57,518,2.6,1640907514
195,897,4.5,1669067892
174,150,1.3,1627750638
121,593,4.1,1622448818
140,212,4.2,1652515602
133,610,1.4,1629854690
94,969,1.5,1641070171
110,360,3.8,1623808135
195,144,3.2,1616217942
117,805,2.0,1644636132
7,687,1.3,1640854689
40,853,1.1,1630681190
158,123,2.1,1613192666
193,735,4.1,1664750870
182,128,4.6,1659679549
146,125,4.1,1615494899
167,210,4.4,1615130570
166,282,2.6,1660993238
3,323,2.3,1661290891
91,977,1.0,1644940141
90,338,4.2,1659253628
83,93,3.5,1646211471
9,893,4.2,1659658422
47,771,3.1,1629418349
75,916,1.9,1670764127
192,527,3.7,1640173893
113,708,3.2,1660581601
59,652,1.9,1645706406
109,556,1.6,1630565106
179,86,1.8,1660772940
112,616,3.5,1671741149
82,616,3.3,1626048363
113,225,2.0,1636829714
34,929,3.2,1647031799
154,424,2.4,1653740561
69,943,4.7,1663819832
51,552,2.5,1647397067
109,710,1.9,1669477633
161,79,2.1,1671498150
42,709,3.2,1645691879
1,964,3.0,1612541125
89,66,3.7,1655497419
27,590,3.4,1668274195
194,102,4.9,1619368202
4,96,1.9,1659216851
53,874,3.0,1656042041
69,615,4.9,1661129293
108,116,2.2,1662008836
4,236,2.9,1641538725
3,148,2.1,1647066408
50,276,2.8,1616417710
61,333,1.9,1627274306
38,604,1.9,1663599930
121,170,2.8,1664054702
84,73,2.9,1633244156
69,774,4.3,1634072813
151,186,4.4,1665306770
56,133,2.4,1616499947
181,660,3.2,1651928924
107,240,2.2,1643175609
1,821,1.1,1661538024
93,73,3.0,1651373930
20,520,3.2,1651368032
105,392,1.2,1636334619
171,754,3.2,1659878210
190,532,1.9,1626437633
177,610,1.5,1666897381
123,475,2.0,1634805353
183,699,4.3,1633173881
63,265,4.4,1613054681
19,942,1.6,1633368234
125,411,1.2,1638238030
168,466,4.0,1669302069
101,968,1.1,1647312362
19,803,2.5,1624872574
170,419,3.0,1617652378
62,808,2.0,1671180226
173,939,3.6,1662096875
97,588,2.5,1647416326
114,593,4.4,1625240697
136,530,3.2,1645663814
158,134,2.0,1664470056
66,947,4.9,1615518202
74,338,1.1,1610145867
158,620,4.7,1661373924
